customer_id,tax_id,tax_code,customer_name,state,city,postcode,street,number,unit,region,district,lon,lat,ship_to_address,valid_from,valid_to,units_purchased,loyalty_segment
27816285,NULL,NULL,"FLINTZ,  SCOTT W",WI,NULL,54701.0,WOODRIDGE DRIVE,4209,NULL,NULL,NULL,-91.4519025,44.773251,"WI, 54701.0, WOODRIDGE DRIVE, 4209",1521098317,NULL,3,0
12032784,NULL,NULL,"MCGOVERN,  KYLE M",NJ,WARREN,7059.0,Saw Mill Road,19,NULL,NULL,NULL,-74.4993575,40.6422208,"NJ, 7059.0, Saw Mill Road, 19",1525221015,NULL,6,1
18979291,NULL,NULL,"PEREZ,  CARLITOS",NY,Riverhead,11901,Derby Court,6,NULL,NY,Suffolk,-72.63519699999998,40.9461571,"NY, 11901, Derby Court, 6",1521686351,NULL,6,1
13125262,NULL,NULL,"BETANCOURT,  LYNETTE E",ME,Pittsfield,4924.0,Hussey Rd,245,NULL,ME,Somerset,-69.46499240000001,44.7555606,"ME, 4924.0, Hussey Rd, 245",1534974834,NULL,25,3
3875238,NULL,NULL,"EVANS,  DEMETRES C",MA,READING,1867.0,WEST STREET,50,NULL,MA,MIDDLESEX,-71.1226834,42.5106269,"MA, 1867.0, WEST STREET, 50",1527474550,NULL,3,0
7206480,NULL,NULL,"DULLEN,  DEBRA A",CO,Longmont,80504,Meadow Vale Road,2220.0,NULL,NULL,NULL,-105.0129725,40.1644177,"CO, 80504, Meadow Vale Road, 2220.0",1538485513,NULL,24,3
2036407,NULL,NULL,"VINS,  JAMES M",VA,ROANOKE,24018,APPLE GROVE LN,7744,NULL,VA,Roanoke County,-80.093354,37.1776215,"VA, 24018, APPLE GROVE LN, 7744",1517019179,NULL,1,0
660761,NULL,NULL,"LEGLER,  PETER F",MA,NULL,2111,Washington Street,660,NULL,NULL,NULL,-71.06243,42.35185,"MA, 2111, Washington Street, 660",1526173205,NULL,53,3
33917032,NULL,NULL,"WILLIAMS,  KIMBERLY",FL,MIDDLEBURG,32068,PEREGRINE PL,1909,NULL,NULL,NULL,-81.9379178,30.0928149,"FL, 32068, PEREGRINE PL, 1909",1532050412,NULL,33,3
1680697,NULL,NULL,"GARCIA,  DANNEY",MA,SPRINGFIELD,1105,MAPLE STREET,303,C15,MA,HAMPDEN,-72.57477490000002,42.0973668,"MA, 1105, MAPLE STREET, 303",1531291890,NULL,1,0
6856879,NULL,NULL,"CRUZ,  YVETTE G",MI,Pontiac,48340.0,Grantour Ct,3.0,NULL,MI,NULL,-83.25742659999997,42.6792564,"MI, 48340.0, Grantour Ct, 3.0",1514795562,NULL,5,0
22834100,NULL,NULL,"WALBERG III,  HERBERT J",FL,YULEE,32097.0,BELLAGIO CT,86048,NULL,FL,NASSAU,-81.59206590000002,30.6202332,"FL, 32097.0, BELLAGIO CT, 86048",1522364811,NULL,39,3
17787813,NULL,NULL,"ECHEVERRI,  LISA H",NY,Schenectady,12305,Washington Avenue,117,Apartment 117,NY,Schenectady,-73.94875309999998,42.8138816,"NY, 12305, Washington Avenue, 117",1536021208,1558211359,0,0
16461472,NULL,NULL,"AGUAYO,  LUIS A",NY,Lancaster,14043,Main Street,18,Apartment 3,NY,Erie,-78.6880042,42.9089184,"NY, 14043, Main Street, 18",1544058852,NULL,6,1
12361005,NULL,NULL,"SANTOYO,  JOSE A",NJ,DOVER,7801.0,West   Clinton Street,435,NULL,NULL,NULL,-74.5672107,40.9010068,"NJ, 7801.0, West   Clinton Street, 435",1521613876,NULL,0,0
12071150,NULL,NULL,"HARDIN,  FATINA A",CA,Ventura,93003.0,SEEGER AVE,767,NULL,NULL,NULL,-119.2188105,34.2680055,"CA, 93003.0, SEEGER AVE, 767",1528584677,NULL,9,2
12570667,NULL,NULL,"MANGUERRA,  GLENN L",AL,NULL,36608.0,AIRPORT BLVD,4031,193,NULL,NULL,-88.1509379,30.6740682,"AL, 36608.0, AIRPORT BLVD, 4031",1530125467,NULL,0,0
18685228,NULL,NULL,"MARTIN,  GWENDOLYN R",NY,Bedford,10536,Bedford Road,16,Apartment 2,NY,Westchester,-73.685046,41.2590391,"NY, 10536, Bedford Road, 16",1534004032,NULL,2,0
16260539,NULL,NULL,"FERREIRA,  ROGER",OH,COLUMBUS,43215,E  GAY ST,100,5H UNIT,OH,FRA,-82.9978664,39.9641614,"OH, 43215, E  GAY ST, 100",1539627835,NULL,7,1
3713712,NULL,NULL,"CHIU,  SUSAN J",MA,MELROSE,2176.0,NORTH HIGH STREET,18,3,MA,MIDDLESEX,-71.0702095,42.4575063,"MA, 2176.0, NORTH HIGH STREET, 18",1536252726,NULL,1,0
17393940,NULL,NULL,"JOHNSON,  JOSEPH M",NY,Gouverneur,13642,United States Highway 11,1133,NULL,NY,St Lawrence,-75.4875148,44.3209437,"NY, 13642, United States Highway 11, 1133",1543997448,NULL,1,0
3500592,NULL,NULL,"DOUGLAS,  JEFFERY R",VA,GAINESVILLE,20155,FALLSMERE CIR,14319,NULL,VA,Prince William County,-77.6153215,38.812233,"VA, 20155, FALLSMERE CIR, 14319",1540308683,NULL,60,3
6592404,NULL,NULL,"POCIUS,  NICHOLAS C",MI,WESTLAND,48186,ACKLEY,1550.0,NULL,MI,NULL,-83.3796078,42.2978727,"MI, 48186, ACKLEY, 1550.0",1521300878,NULL,3,0
23424909,NULL,NULL,"BRADLEY,  KATHY J",IL,TRIVOLI,61569.0,N TRIVOLI AVE,417,NULL,IL,NULL,-89.891076,40.6946565,"IL, 61569.0, N TRIVOLI AVE, 417",1518303969,NULL,4,0
19648801,NULL,NULL,"BORUTA,  KENNETH",NY,Glen Cove,11542,Brookdale Road,28,NULL,NY,Nassau,-73.614712,40.8756578,"NY, 11542, Brookdale Road, 28",1542416308,NULL,4,0
6813129,NULL,NULL,"PROKOPOWICZ,  JANETTA",CO,Loveland,80537,Mesa,508,NULL,NULL,NULL,-105.1299957,40.3978188,"CO, 80537, Mesa, 508",1523777516,NULL,10,2
5687491,NULL,NULL,"WARNECKE,  VIRGINIA E",CO,Englewood Co,80113.0,South Downing Street,3525,NULL,NULL,NULL,-104.9738626,39.6522308,"CO, 80113.0, South Downing Street, 3525",1520121589,NULL,4,0
1930842,NULL,NULL,"MC ELRATH,  DENOGYA B",MO,COLUMBIA,65202.0,MEXICO GRAVEL RD,3018,NULL,NULL,NULL,-92.2916885,38.9789183,"MO, 65202.0, MEXICO GRAVEL RD, 3018",1541656148,NULL,8,2
11072626,NULL,NULL,"BURKLOW,  DANE",CA,NULL,94109,JONES ST,1333,1402,NULL,NULL,-122.4148824,37.7936211,"CA, 94109, JONES ST, 1333",1522022226,NULL,4,0
12441001,NULL,NULL,"BATES,  WANDA R",CA,PINE GROVE,95665.0,LORNA LN,17020,NULL,NULL,NULL,-120.7095537,38.412314,"CA, 95665.0, LORNA LN, 17020",1545647828,1561481339,20,3
2943818,NULL,NULL,"MCCRAY,  BRANDON L",VA,GLEN ALLEN,23060,WHELFORD WAY,3507,NULL,VA,Henrico County,-77.53215809999998,37.6552139,"VA, 23060, WHELFORD WAY, 3507",1515596983,1557401034,9,2
7154546,NULL,NULL,"SIDES,  CHRISTOPHER",MI,Southfield,48075.0,Greenfield Rd,25883.0,NULL,MI,NULL,-83.20303609999998,42.4805723,"MI, 48075.0, Greenfield Rd, 25883.0",1522049337,NULL,7,1
4796807,NULL,NULL,"COOK,  NELSON",MI,NULL,48067.0,PARK AVE,831.0,NULL,NULL,NULL,-83.1537598,42.4925311,"MI, 48067.0, PARK AVE, 831.0",1542860154,NULL,8,2
3521130,NULL,NULL,"MANNIE,  KHARMIEL E",MN,OSAGE,56570,WILDERNESS DR,19734,NULL,MN,NULL,-95.4592414,46.8571138,"MN, 56570, WILDERNESS DR, 19734",1544395274,NULL,25,3
27565057,NULL,NULL,"MC CREARY,  WALTER L",FL,JACKSONVILLE,32246,PACIFIC SILVER DR,2363,NULL,NULL,DUVAL,-81.52028100000003,30.307723,"FL, 32246, PACIFIC SILVER DR, 2363",1521485995,NULL,12,3
22924769,NULL,NULL,"JONES,  ROBERT D",IL,ALGONQUIN,60102.0,CLOVER DR,571,NULL,IL,MCHENRY COUNTY,-88.3663122,42.1658153,"IL, 60102.0, CLOVER DR, 571",1534093731,NULL,14,3
16862770,NULL,NULL,"MAHERAS,  PETER",NY,Buffalo,14211,Pershing Avenue,16,Apartment 1,NY,Erie,-78.8516699,42.9006665,"NY, 14211, Pershing Avenue, 16",1540708203,NULL,8,2
12496969,NULL,NULL,"MAYES,  ANTHONY N",KS,WICHITA,67203,N   DODGE AVE,223,NULL,KS,SEDGWICK COUNTY,-97.3544433,37.6867526,"KS, 67203, N   DODGE AVE, 223",1530443781,NULL,23,3
7368006,NULL,NULL,"BUNYON,  MICHAEL",MI,PETOSKEY,49770,KONLE RD,1575.0,#7,MI,NULL,-84.90519520000002,45.3925064,"MI, 49770, KONLE RD, 1575.0",1545202267,NULL,13,3
19607785,NULL,NULL,"DIGGS,  ELEANOR T",NY,North Hempstead,11021,Knightsbridge Road,70,Apartment 2D,NY,Nassau,-73.72827640000001,40.78390770000001,"NY, 11021, Knightsbridge Road, 70",1541258877,NULL,165,3
8678807,NULL,NULL,"GILLESPIE,  CHERRI K",CA,NULL,93405.0,Broad St,381,NULL,NULL,NULL,-120.6698271,35.28563120000001,"CA, 93405.0, Broad St, 381",1530179394,NULL,39,3
4617909,NULL,NULL,"STANKUS,  JEFFERY D",MI,NULL,48180.0,FELLRATH,13655.0,NULL,NULL,NULL,-83.2909233,42.2059452,"MI, 48180.0, FELLRATH, 13655.0",1536012980,NULL,3,0
275732,NULL,NULL,"DORNER,  MADELEINE K",MO,HARRISBURG,65256.0,N WILHITE ST,51.0,APT 3,NULL,NULL,-92.460839,39.1422516,"MO, 65256.0, N WILHITE ST, 51.0",1527274787,NULL,9,2
21569928,NULL,NULL,"PELTON,  SUSAN L",IL,Chicago,60646.0,NORTH LEGETT AVENUE,6370,NULL,NULL,NULL,-87.75147159999999,41.9967834,"IL, 60646.0, NORTH LEGETT AVENUE, 6370",1525701324,NULL,7,1
52979988,NULL,NULL,"MERAZ,  JAIME",NC,NULL,28732,LOWER CHRIST SCHOOL RD,21,NULL,NULL,NULL,-82.49048409999997,35.44541870000001,"NC, 28732, LOWER CHRIST SCHOOL RD, 21",1528010338,NULL,1,0
20272291,NULL,NULL,"WYNN,  JERRY",NY,Crawford,10941,Little Collabar Road,84,NULL,NY,Orange,-74.32152940000002,41.5280553,"NY, 10941, Little Collabar Road, 84",1543162815,NULL,2,0
63220676,NULL,NULL,"KLINGER,  ROBERT M",MD,BALTIMORE,21206.0,WHITBY ROAD,5629.0,NULL,NULL,NULL,-76.5287177,39.3368545,"MD, 21206.0, WHITBY ROAD, 5629.0",1522567755,NULL,10,2
23147574,NULL,NULL,"BREAKEY,  THOMAS W",HI,Pearl City,96782.0,PUU KULA DR,980,NULL,NULL,NULL,-157.9644145,21.3937955,"HI, 96782.0, PUU KULA DR, 980",1523181113,NULL,8,2
16696180,NULL,NULL,"ANDERSEN,  ROBERT P",CA,THOUSAND PALMS,92276,WESTCHESTER DR,32009,NULL,NULL,NULL,-116.387312,33.81603870000001,"CA, 92276, WESTCHESTER DR, 32009",1531224427,NULL,11,3
5630834,NULL,NULL,"LANGLEY,  TERESA A",PA,NULL,19133-4101,N FRONT ST,2736,NULL,NULL,NULL,-75.1308839,39.99202070000001,"PA, 19133-4101, N FRONT ST, 2736",1528891258,NULL,14,3
18091884,NULL,NULL,"MERCADO,  CHASTITY M",NY,Albany,12203,Warren Avenue,9,NULL,NY,Albany,-73.8261779,42.67148570000001,"NY, 12203, Warren Avenue, 9",1517569538,NULL,8,2
5007731,NULL,NULL,"JOHNSON,  LIBBY J",VA,SPRINGFIELD,22153,PARK HUNT CT,9440,NULL,VA,Fairfax County,-77.2713045,38.75233239999999,"VA, 22153, PARK HUNT CT, 9440",1531911709,NULL,4,0
6411537,NULL,NULL,"PERKOVIC,  MICHAEL",CO,Parachute,81635.0,Lupine Lane,65,NULL,NULL,NULL,-108.0395622,39.43176010000001,"CO, 81635.0, Lupine Lane, 65",1515163081,NULL,22,3
61533685,NULL,NULL,"DOWNING,  PAUL R",DC,WASHINGTON,20001.0,2ND STREET NW,1848,NULL,DC,NULL,-77.01457070000002,38.91562800000001,"DC, 20001.0, 2ND STREET NW, 1848",1518286173,NULL,3,0
15682953,NULL,NULL,"TYZNIK,  PATRICIA A",FL,Pace,32571,WHISPERING WOODS DR,5626,NULL,NULL,NULL,-87.1294238,30.6405245,"FL, 32571, WHISPERING WOODS DR, 5626",1517061477,NULL,0,0
15611046,NULL,NULL,"SWIDEREK,  SHAWN G",FL,NULL,33179,NE 4TH CT,21129,NULL,NULL,NULL,-80.1933098,25.9692259,"FL, 33179, NE 4TH CT, 21129",1528923103,NULL,1,0
15755785,NULL,NULL,"BATES,  VICTOR W",NY,Van Buren,13027,Fairway Circle,117,NULL,NY,Onondaga,-76.31430340000001,43.1278948,"NY, 13027, Fairway Circle, 117",1528812906,NULL,8,2
382714,NULL,NULL,"GAITORS,  WILLIE D",MA,NULL,02129,Dorrance Street,10,NULL,NULL,NULL,-71.07573000000002,42.38654,"MA, 02129, Dorrance Street, 10",1519107212,NULL,7,1
19843198,NULL,NULL,"FASON,  SHARON M",CA,OAKLAND,94603,BANCROFT AV,9232.0,NULL,NULL,NULL,-122.16418459999998,37.7522047,"CA, 94603, BANCROFT AV, 9232.0",1541972013,NULL,3,0
5557959,NULL,NULL,"MEMTSAS,  DEMETRIOS J",PA,NULL,19118-4110,GLENGARRY RD,731,NULL,NULL,NULL,-75.2177176,40.0596398,"PA, 19118-4110, GLENGARRY RD, 731",1532126556,NULL,25,3
27163646,NULL,NULL,"PATRICK,  BRANDON H",FL,WHITE SPRINGS,32096,NW BLUE DR,283,NULL,NULL,COLUMBIA,-82.751591,30.295103000000005,"FL, 32096, NW BLUE DR, 283",1521674103,NULL,26,3
19272589,NULL,NULL,"WHITE,  PETER G",OH,CINCINNATI HAM OH,45220.0,DULUTH AV,3608.0,NULL,OH,NULL,-84.510289,39.1485701,"OH, 45220.0, DULUTH AV, 3608.0",1526450187,NULL,3,0
20081561,NULL,NULL,"WINIECKI,  THERESA",CA,OAKLAND,94609,CARBERRY AV,5614,NULL,NULL,NULL,-122.2624313,37.8414038,"CA, 94609, CARBERRY AV, 5614",1525846269,NULL,2,0
13044254,NULL,NULL,"REESE,  ANTHONY S",ME,Ogunquit,3907.0,Beach St,41,NULL,ME,York,-70.59806379999998,43.2496465,"ME, 3907.0, Beach St, 41",1538789385,NULL,1,0
24064802,NULL,NULL,"SCHMIDT,  ERIKA",FL,SAINT AUGUSTINE,32080,COMPASS ROW,1132.0,NULL,FL,ST_JOHNS,-81.28792179999998,29.8538923,"FL, 32080, COMPASS ROW, 1132.0",1534281241,NULL,24,3
28662032,NULL,NULL,"BERTINI,  MICHAEL",FL,VERO BEACH,32962,20TH LN SW,34,NULL,NULL,INDIAN RIVER,-80.374044,27.566233,"FL, 32962, 20TH LN SW, 34",1534799054,NULL,26,3
15752051,NULL,NULL,"CARBERRY,  JOHN P",OH,DUBLIN,43016,VININGS BLVD,5075,NULL,OH,FRA,-83.1557411,40.06632370000001,"OH, 43016, VININGS BLVD, 5075",1521497094,NULL,8,2
6505336,NULL,NULL,"DISMUKES,  MARCUS",SC,ANDERSON,29626.0,JASMIN DR,623.0,NULL,NULL,NULL,-82.67815959999999,34.49098529999999,"SC, 29626.0, JASMIN DR, 623.0",1517343663,NULL,27,3
25831472,NULL,NULL,"ACKERMANN,  MICHAEL A",AZ,SUN CITY WEST,85375.0,W DESERT GLEN DR,13329.0,NULL,NULL,NULL,-112.34681770000002,33.6541266,"AZ, 85375.0, W DESERT GLEN DR, 13329.0",1530864167,NULL,2,0
6632266,NULL,NULL,"FRANTA,  JOHN P",MI,TAYLOR,48180,NORTHLINE,NULL,NULL,MI,NULL,-83.25761130000002,42.2117028,"MI, 48180, NORTHLINE, nan",1526552818,NULL,1,0
2146953,NULL,NULL,"DYKES,  ROBERT J",MA,HOLDEN,1520.0,HARVEST CIRCLE,83,NULL,MA,WORCESTER,-71.84826020000001,42.32410529999999,"MA, 1520.0, HARVEST CIRCLE, 83",1516803843,NULL,13,3
2592322,NULL,NULL,"CRUZ ACEVEDO,  JONATHAN",MT,BILLINGS,59106.0,CHEYENNE TRL,5108.0,NULL,MT,NULL,-108.6468028,45.809207,"MT, 59106.0, CHEYENNE TRL, 5108.0",1541613365,NULL,3,0
15102956,NULL,NULL,"RYAN,  RANDALL M",NY,Buffalo,14210  ,SEMINOLE,27,NULL,NULL,NULL,-78.8124065,42.8590134,"NY, 14210  , SEMINOLE, 27",1518913890,NULL,122,3
45668837,NULL,NULL,"CALDERON,  ALFREDO",TX,NULL,76240.0,FM 1201 EXT,559,NULL,NULL,NULL,-97.2236166,33.7759139,"TX, 76240.0, FM 1201 EXT, 559",1527694790,NULL,34,3
15008144,NULL,NULL,"MC KENNA,  THOMAS A",OH,SPRINGFIELD,45505,S YORK ST,716,NULL,OH,CLA,-83.7996328,39.9151859,"OH, 45505, S YORK ST, 716",1543328770,NULL,58,3
59388418,NULL,NULL,"HOWARD,  RONALD L",NC,NULL,28386.0,SIMPSON FARM ROAD,108,NULL,NULL,ROBESON,-79.12463029999998,34.8409338,"NC, 28386.0, SIMPSON FARM ROAD, 108",1538996301,NULL,3,0
1807529,NULL,NULL,"PINEDA,  LESTER",MA,MONSON,1069.0,STATE AVENUE,234,NULL,MA,HAMPDEN,-72.33183079999998,42.151426,"MA, 1069.0, STATE AVENUE, 234",1515366108,NULL,1,0
15402900,NULL,NULL,"RICO,  DORIAN A",NY,Wellsville,14895,North Main Street,85,Suite 2,NY,Allegany,-77.9470446,42.1210069,"NY, 14895, North Main Street, 85",1544097275,NULL,4,0
10999159,NULL,NULL,"GRABER,  ALLEN W",IN,PLEASANT LAKE,46779,PLEASANT LAKE,6700,NULL,Indiana,76.0,-85.0047637,41.5464164,"IN, 46779, PLEASANT LAKE, 6700",1530669236,NULL,0,0
16591860,NULL,NULL,"ABRAHAM,  KELVIN",NY,Amherst,14051,Casey Road,701,NULL,NY,Erie,-78.71107090000002,43.022877,"NY, 14051, Casey Road, 701",1545574669,NULL,21,3
24087657,NULL,NULL,"DUDDLESTON,  PATRICK M",AZ,TUCSON,85735,W CALLE DON ANTONIO,4716,NULL,NULL,NULL,-111.0652176,32.1665775,"AZ, 85735, W CALLE DON ANTONIO, 4716",1538765506,NULL,0,0
18654833,NULL,NULL,"ESPINOZA,  FERNANDO",FL,JACKSONVILLE,32225.0,BROOKWOOD FOREST BLVD,1382,309,NULL,NULL,-81.53427459999997,30.3430592,"FL, 32225.0, BROOKWOOD FOREST BLVD, 1382",1543580844,1551756168,3,0
10460049,NULL,NULL,"QUINN,  PATRICK J",IN,VINCENNES,47591,CRESTHAVEN DR,205.0,NULL,Indiana,42.0,-87.480098,38.698658,"IN, 47591, CRESTHAVEN DR, 205.0",1539338441,NULL,1,0
2892549,NULL,NULL,"WARNER,  ALEXANDRIA D",MN,Bemidji,56601.0,Calihan Ave NE,1407,NULL,NULL,NULL,-94.8768594,47.4820048,"MN, 56601.0, Calihan Ave NE, 1407",1529631785,NULL,4,0
9769715,NULL,NULL,"DURKIN,  GLENN P",IN,NULL,46208,N MERIDIAN ST,3266.0,NULL,Indiana,49.0,-86.1572402,39.81524320000001,"IN, 46208, N MERIDIAN ST, 3266.0",1526866971,NULL,8,2
12579054,NULL,NULL,"TRACEY,  KRISTIN M",AL,NULL,36609.0,ABERDEEN CT N,1054,NULL,NULL,NULL,-88.1752997,30.665985,"AL, 36609.0, ABERDEEN CT N, 1054",1540815073,NULL,1,0
33325738,NULL,NULL,"JONES,  JUSTIN L",FL,DAYTONA BEACH,32117,WILDROSE LN,1471,NULL,NULL,VOLUSIA,-81.07395,29.240083,"FL, 32117, WILDROSE LN, 1471",1522480810,NULL,0,0
2849777,NULL,NULL,"WILLIAMS,  LUFTHANSA T",MA,MILTON,2186.0,BRUSH HILL ROAD,940,NULL,MA,NORFOLK,-71.11691590000002,42.2398084,"MA, 2186.0, BRUSH HILL ROAD, 940",1546088024,NULL,5,0
7513352,NULL,NULL,"GAETA,  JOSE O",CA,Whittier,90605,E La Cuarta St,14641,NULL,CA,NULL,-118.0113348,33.9602983,"CA, 90605, E La Cuarta St, 14641",1542799160,NULL,4,0
21881788,NULL,NULL,"VELAZQUEZ,  EDWARD",IL,Chicago,60654.0,NORTH CANAL STREET,493,NULL,NULL,NULL,-87.6415057,41.8910445,"IL, 60654.0, NORTH CANAL STREET, 493",1544344286,NULL,13,3
7075686,NULL,NULL,"BROWN,  BRIAN M",CO,Pueblo,81008.0,Skyview Avenue,3147,NULL,NULL,NULL,-104.640237,38.3039752,"CO, 81008.0, Skyview Avenue, 3147",1534421545,NULL,7,1
15957618,NULL,NULL,"VIRAMONTES,  JAIME V",FL,CAPE CORAL,33991,SW 10TH ST,1301,NULL,NULL,NULL,-82.0022431,26.6329065,"FL, 33991, SW 10TH ST, 1301",1522452709,NULL,63,3
21908194,NULL,NULL,"GONZALEZ,  JESUS E",IL,Chicago,60622.0,WEST CRYSTAL STREET,2119,NULL,NULL,NULL,-87.6805995,41.9038898,"IL, 60622.0, WEST CRYSTAL STREET, 2119",1527642814,NULL,4,0
13382566,NULL,NULL,"SOTO,  ROBERTO L",CA,Gardena,90248.0,Figueroa Street,17208,NULL,NULL,NULL,-118.282073,33.8745553,"CA, 90248.0, Figueroa Street, 17208",1523289263,NULL,4,0
5666871,NULL,NULL,"WRONSKI,  STACEY R",CO,Greenwood Village Co,80111.0,East Orchard Road,7400,Unit 3025N,NULL,NULL,-104.9029586,39.6089748,"CO, 80111.0, East Orchard Road, 7400",1522140887,NULL,26,3
20889409,NULL,NULL,"GUTIERREZ,  DANIEL",FL,NULL,33606,Columbia Dr,513,Unit 1,NULL,NULL,-82.4501365,27.9229452,"FL, 33606, Columbia Dr, 513",1532909196,NULL,3,0
11257331,NULL,NULL,"ODOMS,  LAQUICE J",CA,NULL,94110,24TH ST,3068,NULL,NULL,NULL,-122.4133844,37.752766,"CA, 94110, 24TH ST, 3068",1521882525,NULL,4,0
12246479,NULL,NULL,"BATAOEL,  JOSEPH A",KS,MISSION HILLS,66208,HIGH DR,6545,NULL,KS,JOHNSON COUNTY,-94.6109901,39.0091708,"KS, 66208, HIGH DR, 6545",1535878142,NULL,26,3
29131669,NULL,NULL,"RICHARDS,  CAITLIN","ID",COEUR D ALENE,83815,N MORLEAU LN,5750,NULL,NULL,NULL,-116.8190678,47.7234901,"ID, 83815, N MORLEAU LN, 5750",1530855751,NULL,9,2
29090947,NULL,NULL,"LUI,  CHUCK S",FL,BONITA SPRINGS,34134,CARTWRIGHT CT,3539,NULL,NULL,LEE,-81.811409,26.327447,"FL, 34134, CARTWRIGHT CT, 3539",1540387693,NULL,3,0
18646265,NULL,NULL,"BROWN,  AKISHE P",OH,JACKSON,45640.0,E MAIN ST,345,D,OH,JAC,-82.6353493,39.0502764,"OH, 45640.0, E MAIN ST, 345",1519144230,NULL,5,0
13867103,NULL,NULL,"TOLEDO,  AMBAR X",NE,LINCOLN,68506.0,DEVOE DR,1924.0,NULL,NE,NULL,-96.6102254,40.79214879999999,"NE, 68506.0, DEVOE DR, 1924.0",1529887282,NULL,60,3
13685721,NULL,NULL,"MORGAN,  QUEEN",CA,Torrance,90502.0,South   Vermont Avenue,21804 1/2,NULL,NULL,NULL,-118.2899129,33.830243700000004,"CA, 90502.0, South   Vermont Avenue, 21804 1/2",1515506559,NULL,6,1
4796964,NULL,NULL,"NGUYEN,  HAI N",VA,COLONIAL BEACH,22443,CREEK VIEW LN,335,NULL,VA,Westmoreland County,-76.9769885,38.2460214,"VA, 22443, CREEK VIEW LN, 335",1534294587,NULL,6,1
17294960,NULL,NULL,"DIAZ,  CARLOS A",NY,Lewis,13489,Osceola Road,4766,NULL,NY,Lewis,-75.49992579999999,43.4519214,"NY, 13489, Osceola Road, 4766",1520098353,1553943639,4,0
15940139,NULL,NULL,"BURNS,  KELLY J",NY,Perinton,14450,Wheatstone Circle,84,NULL,NY,Monroe,-77.4380572,43.11310020000001,"NY, 14450, Wheatstone Circle, 84",1516049933,NULL,5,0
20229979,NULL,NULL,"BINETTI,  NERINA M",NY,Palm Tree,10950,Pilnua Road,6,NULL,NY,Orange,-74.15366309999997,41.3268896,"NY, 10950, Pilnua Road, 6",1542361310,NULL,6,1
31478287,NULL,NULL,"FEHSEL,  SCOTT V",OR,PORTLAND,97236.0,SE RAYMOND CT,13002,NULL,OR,NULL,-122.5300121,45.4852567,"OR, 97236.0, SE RAYMOND CT, 13002",1523248280,NULL,1,0
25750433,NULL,NULL,"COOK,  NICHOLAS J",AZ,MESA,85208.0,E DEER CIR,8332.0,NULL,NULL,NULL,-111.6512494,33.4015081,"AZ, 85208.0, E DEER CIR, 8332.0",1534890669,NULL,7,1
13719680,NULL,NULL,"GARZA,  MARK A",NY,NULL,11106.0,29 ST,35-13,NULL,NULL,NULL,-73.9303036,40.7584206,"NY, 11106.0, 29 ST, 35-13",1539024129,NULL,0,0
15434642,NULL,NULL,"RIORDAN,  WILLIAM O",CA,BAKERSFIELD,93306.0,CHRISTMAS TREE LN,4701,NULL,CA,NULL,-118.9406333,35.4073897,"CA, 93306.0, CHRISTMAS TREE LN, 4701",1537980522,NULL,2,0
19579726,NULL,NULL,"BECK,  WILLIAM L",NY,North Hempstead,11040,North 5th Street,937,NULL,NY,Nassau,-73.6934893,40.7381923,"NY, 11040, North 5th Street, 937",1517154670,NULL,32,3
5510438,NULL,NULL,"WEHRLE,  KAREN",PA,NULL,19106-3719,S 06TH ST,227-31,00004SW,NULL,NULL,-75.15094599999998,39.9465451,"PA, 19106-3719, S 06TH ST, 227-31",1520384385,NULL,6,1
9400905,NULL,NULL,"NASH,  DWIGHT",IN,CROTHERSVILLE,47102.0,N NEW FRANKFORT ROAD,2569,NULL,Indiana,72.0,-85.720673,38.730485,"IN, 47102.0, N NEW FRANKFORT ROAD, 2569",1522040702,NULL,64,3
10953050,NULL,NULL,"OSWALD,  ERIC F",NJ,SEWELL,8080.0,Firethorne Court,308,NULL,NULL,NULL,-75.05286,39.7221983,"NJ, 8080.0, Firethorne Court, 308",1530205311,NULL,3,0
25056705,NULL,NULL,"OESTERLE,  MARIA H",AZ,MESA,85205.0,BOEING CIR,402.0,NULL,NULL,NULL,-111.724483,33.4106144,"AZ, 85205.0, BOEING CIR, 402.0",1516934368,NULL,9,2
57092590,NULL,NULL,"MUCH,  ZACHARY J",NC,CHARLOTTE,28206.0,NC MUSIC FACTORY BOULEVARD,1000,A1,NULL,MECKLENBURG,-80.84569350000002,35.2393734,"NC, 28206.0, NC MUSIC FACTORY BOULEVARD, 1000",1523174998,NULL,5,0
12477566,NULL,NULL,"CHAUSSE,  JOSEPH M",KY,LOUISVILLE,40299,CHARLES FARM CIR,12705,101,NULL,NULL,-85.5231896,38.2201978,"KY, 40299, CHARLES FARM CIR, 12705",1528073620,NULL,14,3
1873923,NULL,NULL,"POWERS,  MICHAEL J",MA,BROOKFIELD,1506,ALLEN ROAD,52,NULL,MA,WORCESTER,-72.0774365,42.1738792,"MA, 1506, ALLEN ROAD, 52",1532917205,NULL,19,3
3022305,NULL,NULL,"LOZANO,  MICHAEL L",MN,LONG PRAIRIE,56347.0,2ND AVE SW,511,NULL,NULL,LONG PRAIRIE,-94.8751911,45.97179129999999,"MN, 56347.0, 2ND AVE SW, 511",1521875792,NULL,24,3
