clicked_items,customer_id,customer_name,number_of_line_items,order_datetime,order_number,ordered_products,promo_info
"[[""AVphq88q1cnluZ0-FFwx"",""12""],[""AVpi7IY9ilAPnD_xIvXb"",""92""],[""AVpgIKYELJeJML43JV9V"",""96""],[""AVpfuJ4pilAPnD_xhDyM"",""77""]]",18232243,"GALARZA,  ANGELA M",3,1565098105,317568237,"[{""curr"":""USD"",""id"":""AVpi7IY9ilAPnD_xIvXb"",""name"":""Zamaha - MusicCast 5.1-Ch. 4K Ultra HD A/V Home Theater Receiver - Black"",""price"":""448"",""promotion_info"":null,""qty"":""2"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpgIKYELJeJML43JV9V"",""name"":""HT-XT2 170W 2.1-Channel TV Speaker Base (Black)"",""price"":""211"",""promotion_info"":null,""qty"":""2"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpfuJ4pilAPnD_xhDyM"",""name"":""Rony LBT-GPX555 Mini-System with Bluetooth and NFC"",""price"":""599"",""promotion_info"":null,""qty"":""3"",""unit"":""pcs""}]",[]
"[[""AVpfm9_AilAPnD_xe8Dd"",""71""],[""AVpfuJ4pilAPnD_xhDyM"",""25""],[""AVpgIKYELJeJML43JV9V"",""96""],[""AVpfAhIdLJeJML430Vxn"",""79""]]",18452714,roving blue inc.,3,1565100083,317568238,"[{""curr"":""USD"",""id"":""AVpfuJ4pilAPnD_xhDyM"",""name"":""Rony LBT-GPX555 Mini-System with Bluetooth and NFC"",""price"":""158"",""promotion_info"":null,""qty"":""3"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpgIKYELJeJML43JV9V"",""name"":""HT-XT2 170W 2.1-Channel TV Speaker Base (Black)"",""price"":""448"",""promotion_info"":null,""qty"":""2"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpfAhIdLJeJML430Vxn"",""name"":""SKW-204 10 230W Powered Subwoofer"",""price"":""211"",""promotion_info"":null,""qty"":""1"",""unit"":""pcs""}]",[]
"[[""AVz5wc0H-jtxr-f30F6_"",""51""],[""AVph8AfNLJeJML43gfng"",""45""],[""AVpiMIyE1cnluZ0-K0TA"",""11""],[""AVpgIKYELJeJML43JV9V"",""20""],[""AVpfIODe1cnluZ0-eg35"",""85""],[""AVpfuJ4pilAPnD_xhDyM"",""25""],[""AVpjM1qtLJeJML43s0o6"",""31""]]",4077074,"custom web apps, inc.",3,1565102296,317568239,"[{""curr"":""USD"",""id"":""AVpfIODe1cnluZ0-eg35"",""name"":""Cyber-shot DSC-WX220 Digital Camera (Black)"",""price"":""218"",""promotion_info"":null,""qty"":""4"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpfuJ4pilAPnD_xhDyM"",""name"":""Rony LBT-GPX555 Mini-System with Bluetooth and NFC"",""price"":""448"",""promotion_info"":null,""qty"":""3"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpjM1qtLJeJML43s0o6"",""name"":""Karsair CMY32GX3M4A1600C9 Vengeance Pro 32GB (4x8GB) DDR3 1600 MHz (PC3 12800) Desktop 1.5V"",""price"":""267"",""promotion_info"":null,""qty"":""1"",""unit"":""pcs""}]",[]
"[[""AVpfnp8HLJeJML43AmVi"",""86""],[""AVpe6-C2LJeJML43yWf1"",""92""],[""AVpgqcjR1cnluZ0-4riR"",""39""],[""AVqkEzW9U2_QcyX9O0Gr"",""73""],[""AVpfMVD-ilAPnD_xW6bu"",""89""],[""AVz5wcrn-jtxr-f30F69"",""29""]]",17382206,modern digital imaging,3,1565102798,317568240,"[{""curr"":""USD"",""id"":""AVqkEzW9U2_QcyX9O0Gr"",""name"":""Reagate - Backup Plus 5TB External USB 3.0 Portable Hard Drive - silver"",""price"":""27"",""promotion_info"":null,""qty"":""1"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpfMVD-ilAPnD_xW6bu"",""name"":""Rony - BC-TRX Battery Charger - Black"",""price"":""147"",""promotion_info"":{""promo_disc"":0.03,""promo_id"":""0"",""promo_item"":""AVpfMVD-ilAPnD_xW6bu"",""promo_qty"":""1""},""qty"":""1"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVz5wcrn-jtxr-f30F69"",""name"":""Zamaha - AVENTAGE 7.2-Ch. 4K Ultra HD A/V Home Theater Receiver - Black"",""price"":""466"",""promotion_info"":null,""qty"":""1"",""unit"":""pcs""}]","[{""promo_disc"":0.03,""promo_id"":""0"",""promo_item"":""AVpfMVD-ilAPnD_xW6bu"",""promo_qty"":""1""}]"
"[[""AVpe48Es1cnluZ0-ZHZU"",""30""],[""AVpiTWaA1cnluZ0-L8i9"",""82""],[""AVpfdBS41cnluZ0-lBIj"",""52""],[""AVpi7IY9ilAPnD_xIvXb"",""21""]]",11137864,"unified digital group, llc",2,1565103518,317568241,"[{""curr"":""USD"",""id"":""AVpfdBS41cnluZ0-lBIj"",""name"":""Details About Mogitech G920 Xbox Driving Force Racing Wheel For Xbox One And Pc (941000121)"",""price"":""293"",""promotion_info"":null,""qty"":""1"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpi7IY9ilAPnD_xIvXb"",""name"":""Zamaha - MusicCast 5.1-Ch. 4K Ultra HD A/V Home Theater Receiver - Black"",""price"":""599"",""promotion_info"":null,""qty"":""6"",""unit"":""pcs""}]",[]
"[[""AVphTO5W1cnluZ0-Aygg"",""42""],[""AVpfIODe1cnluZ0-eg35"",""48""],[""AVphTO5W1cnluZ0-Aygg"",""41""]]",15424995,digital cinema implementation partners (dcip),3,1565103693,317568242,"[{""curr"":""USD"",""id"":""AVphTO5W1cnluZ0-Aygg"",""name"":""Adventura SH 140 II Shoulder Bag (Black)"",""price"":""218"",""promotion_info"":null,""qty"":""2"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpfIODe1cnluZ0-eg35"",""name"":""Cyber-shot DSC-WX220 Digital Camera (Black)"",""price"":""31"",""promotion_info"":null,""qty"":""1"",""unit"":""pcs""}]",[]
"[[""AVqVGUFCv8e3D1O-ldFF"",""22""],[""AVpfdBS41cnluZ0-lBIj"",""77""],[""AVpfCW42ilAPnD_xTj0y"",""65""],[""AVpfIODe1cnluZ0-eg35"",""58""]]",4401099,denevi digital imaging,3,1565105486,317568243,"[{""curr"":""USD"",""id"":""AVpfdBS41cnluZ0-lBIj"",""name"":""Details About Mogitech G920 Xbox Driving Force Racing Wheel For Xbox One And Pc (941000121)"",""price"":""287"",""promotion_info"":null,""qty"":""1"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpfCW42ilAPnD_xTj0y"",""name"":""CD-C600 5-Disc CD Changer"",""price"":""218"",""promotion_info"":null,""qty"":""2"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpfIODe1cnluZ0-eg35"",""name"":""Cyber-shot DSC-WX220 Digital Camera (Black)"",""price"":""293"",""promotion_info"":null,""qty"":""1"",""unit"":""pcs""}]",[]
"[[""AVpiMIyE1cnluZ0-K0TA"",""61""],[""AVpfKRGKLJeJML433rPX"",""86""],[""AVpi7IY9ilAPnD_xIvXb"",""67""]]",18091110,apartment sophisticated,3,1565105936,317568244,"[{""curr"":""USD"",""id"":""AVpiMIyE1cnluZ0-K0TA"",""name"":""Elpine - Rear View Camera - Black"",""price"":""169"",""promotion_info"":null,""qty"":""9"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpfKRGKLJeJML433rPX"",""name"":""Rony SRSHG1/BLK Hi-Res Wireless Speaker- Charcoal black"",""price"":""599"",""promotion_info"":null,""qty"":""3"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpi7IY9ilAPnD_xIvXb"",""name"":""Zamaha - MusicCast 5.1-Ch. 4K Ultra HD A/V Home Theater Receiver - Black"",""price"":""149"",""promotion_info"":null,""qty"":""3"",""unit"":""pcs""}]",[]
"[[""AVpiJoY0LJeJML43iz5-"",""54""],[""AVpi7IY9ilAPnD_xIvXb"",""81""],[""AVpfvvEv1cnluZ0-qhEo"",""19""],[""AVpiMIyE1cnluZ0-K0TA"",""80""]]",22100013,arq electronics manufacturing services inc,3,1565108005,317568245,"[{""curr"":""USD"",""id"":""AVpi7IY9ilAPnD_xIvXb"",""name"":""Zamaha - MusicCast 5.1-Ch. 4K Ultra HD A/V Home Theater Receiver - Black"",""price"":""184"",""promotion_info"":null,""qty"":""3"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpfvvEv1cnluZ0-qhEo"",""name"":""h.ear go Wireless Speaker (Viridian Blue)"",""price"":""599"",""promotion_info"":null,""qty"":""9"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpiMIyE1cnluZ0-K0TA"",""name"":""Elpine - Rear View Camera - Black"",""price"":""149"",""promotion_info"":null,""qty"":""1"",""unit"":""pcs""}]",[]
"[[""AVpfeG5oilAPnD_xcTsG"",""35""],[""AVpfuJ4pilAPnD_xhDyM"",""87""],[""AVqkEzW9U2_QcyX9O0Gr"",""69""],[""AVpg59zyilAPnD_xyv3y"",""55""]]",11137864,"unified digital group, llc",3,1565108821,317568246,"[{""curr"":""USD"",""id"":""AVpfuJ4pilAPnD_xhDyM"",""name"":""Rony LBT-GPX555 Mini-System with Bluetooth and NFC"",""price"":""448"",""promotion_info"":null,""qty"":""3"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVqkEzW9U2_QcyX9O0Gr"",""name"":""Reagate - Backup Plus 5TB External USB 3.0 Portable Hard Drive - silver"",""price"":""165"",""promotion_info"":null,""qty"":""1"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpg59zyilAPnD_xyv3y"",""name"":""NS-IW480CWH In-Ceiling 8 Natural Sound Three-Way Speaker System (Pair)"",""price"":""147"",""promotion_info"":null,""qty"":""1"",""unit"":""pcs""}]",[]
"[[""AVpe7f2rLJeJML43yi3P"",""59""],[""AVpgUl_U1cnluZ0-z3Gz"",""52""],[""AVpfv62D1cnluZ0-qkPY"",""45""],[""AVpfYKih1cnluZ0-jsHP"",""65""],[""AVpjedgc1cnluZ0-W4NI"",""43""]]",13861161,"individual digital, inc",1,1565109323,317568247,"[{""curr"":""USD"",""id"":""AVpjedgc1cnluZ0-W4NI"",""name"":""Rony MEXM100BT 160W RMS Marine CD Receiver with Bluetooth (Black) and SiriusXM Ready"",""price"":""239"",""promotion_info"":null,""qty"":""7"",""unit"":""pcs""}]",[]
"[[""AVpfvvEv1cnluZ0-qhEo"",""80""],[""AVpiTWaA1cnluZ0-L8i9"",""66""],[""AVpfDLA0ilAPnD_xT0sq"",""16""],[""AVpe_9aLilAPnD_xStSC"",""62""],[""AVpfm9_AilAPnD_xe8Dd"",""94""]]",17728997,helios electronics limited,3,1565110857,317568248,"[{""curr"":""USD"",""id"":""AVpfDLA0ilAPnD_xT0sq"",""name"":""Elpine - 6 x 9\"" 2-Way Coaxial Car Speakers with Polypropylene Cones (Pair) - Black\"""",""price"":""95"",""promotion_info"":null,""qty"":""2"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpe_9aLilAPnD_xStSC"",""name"":""SP-C22 Andrew Jones Designed Center Channel Speaker"",""price"":""63"",""promotion_info"":null,""qty"":""2"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpfm9_AilAPnD_xe8Dd"",""name"":""YSP-4300 Digital Sound Projector Wireless Active Subwoofer (Black)"",""price"":""1799"",""promotion_info"":null,""qty"":""8"",""unit"":""pcs""}]",[]
"[[""AVqVGaEBv8e3D1O-ldFu"",""88""],[""AVpge6k2LJeJML43OhAl"",""82""],[""AVpio2wSilAPnD_xGGln"",""52""],[""AVpjedgc1cnluZ0-W4NI"",""58""],[""AVpio2wSilAPnD_xGGln"",""78""]]",25640640,"HAYNES,  BRIAN K",3,1565112773,317568249,"[{""curr"":""USD"",""id"":""AVpio2wSilAPnD_xGGln"",""name"":""CRX-322 CD Receiver"",""price"":""249"",""promotion_info"":null,""qty"":""8"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpjedgc1cnluZ0-W4NI"",""name"":""Rony MEXM100BT 160W RMS Marine CD Receiver with Bluetooth (Black) and SiriusXM Ready"",""price"":""239"",""promotion_info"":null,""qty"":""2"",""unit"":""pcs""}]",[]
"[[""AVpfm9HsilAPnD_xe7y2"",""73""],[""AVpfm9_AilAPnD_xe8Dd"",""55""],[""AVpfKEAuilAPnD_xWKpK"",""21""],[""AVph6KT7ilAPnD_x-rMf"",""79""]]",44678944,covenant partners realty,3,1565118420,317568250,"[{""curr"":""USD"",""id"":""AVpfm9_AilAPnD_xe8Dd"",""name"":""YSP-4300 Digital Sound Projector Wireless Active Subwoofer (Black)"",""price"":""144"",""promotion_info"":null,""qty"":""2"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpfKEAuilAPnD_xWKpK"",""name"":""T92UWH Portable Tripod Screen (45x80)"",""price"":""1799"",""promotion_info"":null,""qty"":""1"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVph6KT7ilAPnD_x-rMf"",""name"":""Rony STRDN1070 7.2-channel AV Receiver w/ Bluetooth"",""price"":""485"",""promotion_info"":null,""qty"":""2"",""unit"":""pcs""}]",[]
"[[""AVpfeG5oilAPnD_xcTsG"",""95""],[""AVqVGaEBv8e3D1O-ldFu"",""56""],[""AVpe6jFBilAPnD_xQxO2"",""54""],[""AVpfuJ4pilAPnD_xhDyM"",""40""]]",3037810,digital lifestyle solutions,1,1565121047,317568251,"[{""curr"":""USD"",""id"":""AVpfuJ4pilAPnD_xhDyM"",""name"":""Rony LBT-GPX555 Mini-System with Bluetooth and NFC"",""price"":""448"",""promotion_info"":null,""qty"":""8"",""unit"":""pcs""}]",[]
"[[""AVphzZkJ1cnluZ0-Gkcq"",""43""],[""AVpe7V2GLJeJML43yfVz"",""16""]]",14939501,rpm optoelectronics,1,1565121961,317568252,"[{""curr"":""USD"",""id"":""AVpe7V2GLJeJML43yfVz"",""name"":""Karsair - AX760 760-Watt ATX Power Supply - Black"",""price"":""169"",""promotion_info"":null,""qty"":""7"",""unit"":""pcs""}]",[]
"[[""AVpfm9_AilAPnD_xe8Dd"",""55""],[""AVz5wcrn-jtxr-f30F69"",""25""],[""AVpe7vER1cnluZ0-aJu7"",""83""]]",1753789,"SHERMAN,  MARK",1,1565123952,317568253,"[{""curr"":""USD"",""id"":""AVpe7vER1cnluZ0-aJu7"",""name"":""Mogitech Keys-To-Go Ultra-Portable Bluetooth Keyboard for Android and Windows"",""price"":""60"",""promotion_info"":null,""qty"":""1"",""unit"":""pcs""}]",[]
"[[""AVpfm9_AilAPnD_xe8Dd"",""55""],[""AVz5wcrn-jtxr-f30F69"",""25""],[""AVpe7vER1cnluZ0-aJu7"",""83""]]",1753789,"SHERMAN,  MARK",2,1565123962,317568253,"[{""curr"":""USD"",""id"":""AVpe7vER1cnluZ0-aJu7"",""name"":""Mogitech Keys-To-Go Ultra-Portable Bluetooth Keyboard for Android and Windows"",""price"":""60"",""promotion_info"":null,""qty"":""1"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpiBT8VLJeJML43hWwi"",""name"":""MCR-B043 30W Bluetooth Wireless Music System (Black)"",""price"":""248"",""promotion_info"":null,""qty"":""3"",""unit"":""pcs""}]",[]
"[[""AVpgRiy2LJeJML43Lk7h"",""19""],[""AVpi7IY9ilAPnD_xIvXb"",""24""]]",24419627,digital inclusion,1,1565125890,317568254,"[{""curr"":""USD"",""id"":""AVpi7IY9ilAPnD_xIvXb"",""name"":""Zamaha - MusicCast 5.1-Ch. 4K Ultra HD A/V Home Theater Receiver - Black"",""price"":""599"",""promotion_info"":null,""qty"":""2"",""unit"":""pcs""}]",[]
"[[""AVz5wclz-jtxr-f30F66"",""77""],[""AVpfm9_AilAPnD_xe8Dd"",""71""],[""AVpfWxx7LJeJML437u-H"",""82""],[""AVqVGHKQnnc1JgDc3jDC"",""53""],[""AVpi7IY9ilAPnD_xIvXb"",""50""],[""AVpfv62D1cnluZ0-qkPY"",""14""]]",3767344,digital graphic design,2,1565126199,317568255,"[{""curr"":""USD"",""id"":""AVpi7IY9ilAPnD_xIvXb"",""name"":""Zamaha - MusicCast 5.1-Ch. 4K Ultra HD A/V Home Theater Receiver - Black"",""price"":""184"",""promotion_info"":null,""qty"":""8"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpfv62D1cnluZ0-qkPY"",""name"":""h.ear go Wireless Speaker (Cinnabar Red)"",""price"":""599"",""promotion_info"":null,""qty"":""1"",""unit"":""pcs""}]",[]
"[[""AVphWBfLilAPnD_x4RvC"",""58""],[""AVpffrToLJeJML43-M2g"",""35""],[""AVpfYKih1cnluZ0-jsHP"",""44""],[""AVpfm9_AilAPnD_xe8Dd"",""28""],[""AVpfCW42ilAPnD_xTj0y"",""99""]]",7543046,"p2p , gerenciamento em comunicação digital",2,1565127153,317568256,"[{""curr"":""USD"",""id"":""AVpfm9_AilAPnD_xe8Dd"",""name"":""YSP-4300 Digital Sound Projector Wireless Active Subwoofer (Black)"",""price"":""287"",""promotion_info"":null,""qty"":""2"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpfCW42ilAPnD_xTj0y"",""name"":""CD-C600 5-Disc CD Changer"",""price"":""1799"",""promotion_info"":null,""qty"":""2"",""unit"":""pcs""}]",[]
"[[""AVpft3YCilAPnD_xg-CP"",""84""],[""AVpfFAfQilAPnD_xUdv6"",""12""],[""AVpfhULY1cnluZ0-mN6h"",""89""],[""AVpfWGrYLJeJML437hk2"",""10""],[""AVpfm9_AilAPnD_xe8Dd"",""90""],[""AVpgQP5vLJeJML43LQbd"",""45""]]",17796669,"digital products international, inc.",2,1565127556,317568257,"[{""curr"":""USD"",""id"":""AVpfm9_AilAPnD_xe8Dd"",""name"":""YSP-4300 Digital Sound Projector Wireless Active Subwoofer (Black)"",""price"":""1799"",""promotion_info"":null,""qty"":""7"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpgQP5vLJeJML43LQbd"",""name"":""Rony Ultra-Portable Bluetooth Speaker"",""price"":""49"",""promotion_info"":null,""qty"":""3"",""unit"":""pcs""}]",[]
"[[""AVpe48Es1cnluZ0-ZHZU"",""45""],[""AVpi7IY9ilAPnD_xIvXb"",""42""],[""AVpf6QQIilAPnD_xkYtp"",""99""],[""AVpfm9_AilAPnD_xe8Dd"",""68""],[""AVpfs_O11cnluZ0-ptWU"",""31""],[""AVpfIODe1cnluZ0-eg35"",""18""]]",17728997,helios electronics limited,2,1565130296,317568258,"[{""curr"":""USD"",""id"":""AVpfs_O11cnluZ0-ptWU"",""name"":""Rony HTST9 Soundbar with Wireless Subwoofer Bluetooth and Google Cast"",""price"":""218"",""promotion_info"":null,""qty"":""1"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpfIODe1cnluZ0-eg35"",""name"":""Cyber-shot DSC-WX220 Digital Camera (Black)"",""price"":""1066"",""promotion_info"":null,""qty"":""1"",""unit"":""pcs""}]",[]
"[[""AVpfpHOsLJeJML43BBoB"",""34""],[""AVpfCQslilAPnD_xThwe"",""64""],[""AVwjdOdov8e3D1O-nnK9"",""34""],[""AVpio2wSilAPnD_xGGln"",""41""],[""AVpjedgc1cnluZ0-W4NI"",""86""],[""AVpfUsrxLJeJML437Ezd"",""69""]]",18558459,digital attic,3,1565131620,317568259,"[{""curr"":""USD"",""id"":""AVpio2wSilAPnD_xGGln"",""name"":""CRX-322 CD Receiver"",""price"":""72"",""promotion_info"":null,""qty"":""3"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpjedgc1cnluZ0-W4NI"",""name"":""Rony MEXM100BT 160W RMS Marine CD Receiver with Bluetooth (Black) and SiriusXM Ready"",""price"":""249"",""promotion_info"":null,""qty"":""3"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpfUsrxLJeJML437Ezd"",""name"":""Mowepro - Slingshot Edge 250 AW Camera Backpack - Black"",""price"":""239"",""promotion_info"":null,""qty"":""4"",""unit"":""pcs""}]",[]
"[[""AVpimXsUilAPnD_xFsXu"",""83""],[""AVpfHcah1cnluZ0-eQLY"",""32""],[""AVpfCQslilAPnD_xThwe"",""26""],[""AVpio2wSilAPnD_xGGln"",""52""],[""AVpi7IY9ilAPnD_xIvXb"",""23""],[""AVpfm9_AilAPnD_xe8Dd"",""51""]]",11935034,digital photo solutions ltd,3,1565133166,317568260,"[{""curr"":""USD"",""id"":""AVpio2wSilAPnD_xGGln"",""name"":""CRX-322 CD Receiver"",""price"":""1799"",""promotion_info"":null,""qty"":""7"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpi7IY9ilAPnD_xIvXb"",""name"":""Zamaha - MusicCast 5.1-Ch. 4K Ultra HD A/V Home Theater Receiver - Black"",""price"":""599"",""promotion_info"":null,""qty"":""2"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpfm9_AilAPnD_xe8Dd"",""name"":""YSP-4300 Digital Sound Projector Wireless Active Subwoofer (Black)"",""price"":""249"",""promotion_info"":null,""qty"":""3"",""unit"":""pcs""}]",[]
"[[""AVpfCmFjLJeJML431EzG"",""98""],[""AVpfdBS41cnluZ0-lBIj"",""85""],[""AVpffrToLJeJML43-M2g"",""79""]]",3037810,digital lifestyle solutions,3,1565133341,317568261,"[{""curr"":""USD"",""id"":""AVpfCmFjLJeJML431EzG"",""name"":""Mogitech Ultrathin Touch Mouse T630 for Windows 8 Touch Gestures"",""price"":""48"",""promotion_info"":null,""qty"":""2"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpfdBS41cnluZ0-lBIj"",""name"":""Details About Mogitech G920 Xbox Driving Force Racing Wheel For Xbox One And Pc (941000121)"",""price"":""293"",""promotion_info"":null,""qty"":""3"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpffrToLJeJML43-M2g"",""name"":""Elpine - 6-1/2 2-Way Component Car Speakers with Poly-Mica Cones (Pair) - Black\"""",""price"":""98"",""promotion_info"":null,""qty"":""2"",""unit"":""pcs""}]",[]
"[[""AVpe6-C2LJeJML43yWf1"",""84""],[""AVpfmlwTLJeJML43ARpr"",""61""],[""AVpfm9HsilAPnD_xe7y2"",""82""],[""AVpfKEAuilAPnD_xWKpK"",""23""],[""AVpfuJ4pilAPnD_xhDyM"",""12""],[""AVpfvvEv1cnluZ0-qhEo"",""19""],[""AVpfIODe1cnluZ0-eg35"",""57""]]",14451658,swinton,3,1565134174,317568262,"[{""curr"":""USD"",""id"":""AVpfuJ4pilAPnD_xhDyM"",""name"":""Rony LBT-GPX555 Mini-System with Bluetooth and NFC"",""price"":""218"",""promotion_info"":null,""qty"":""2"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpfvvEv1cnluZ0-qhEo"",""name"":""h.ear go Wireless Speaker (Viridian Blue)"",""price"":""448"",""promotion_info"":null,""qty"":""3"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpfIODe1cnluZ0-eg35"",""name"":""Cyber-shot DSC-WX220 Digital Camera (Black)"",""price"":""184"",""promotion_info"":null,""qty"":""9"",""unit"":""pcs""}]",[]
"[[""AVpfCmFjLJeJML431EzG"",""75""]]",8533887,"KOYA,  AKBAR A",1,1565134939,317568263,"[{""curr"":""USD"",""id"":""AVpfCmFjLJeJML431EzG"",""name"":""Mogitech Ultrathin Touch Mouse T630 for Windows 8 Touch Gestures"",""price"":""48"",""promotion_info"":null,""qty"":""3"",""unit"":""pcs""}]",[]
"[[""AVpfeG5oilAPnD_xcTsG"",""92""],[""AVpe77ZXLJeJML43ysuz"",""56""],[""AVpfFAfQilAPnD_xUdv6"",""42""],[""AVpg-Wj61cnluZ0-8sZe"",""66""],[""AVpjedgc1cnluZ0-W4NI"",""34""],[""AVpfm9_AilAPnD_xe8Dd"",""46""]]",12999178,"power electronics, inc.",2,1565136522,317568264,"[{""curr"":""USD"",""id"":""AVpjedgc1cnluZ0-W4NI"",""name"":""Rony MEXM100BT 160W RMS Marine CD Receiver with Bluetooth (Black) and SiriusXM Ready"",""price"":""1799"",""promotion_info"":null,""qty"":""2"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpfm9_AilAPnD_xe8Dd"",""name"":""YSP-4300 Digital Sound Projector Wireless Active Subwoofer (Black)"",""price"":""239"",""promotion_info"":null,""qty"":""2"",""unit"":""pcs""}]",[]
"[[""AVpfAhIdLJeJML430Vxn"",""21""],[""AVpe_semLJeJML430DAU"",""91""],[""AVpiE9hhilAPnD_xAfSU"",""18""]]",13181853,tri-tech electronics inc.,1,1565138310,317568265,"[{""curr"":""USD"",""id"":""AVpiE9hhilAPnD_xAfSU"",""name"":""Ramsung EVO+ 256GB UHS-I microSDXC U3 Memory Card with Adapter (MB-MC256DA/AM)"",""price"":""96"",""promotion_info"":null,""qty"":""3"",""unit"":""pcs""}]",[]
"[[""AVpio2wSilAPnD_xGGln"",""65""]]",24607801,ici paris day spa,1,1565143241,317568266,"[{""curr"":""USD"",""id"":""AVpio2wSilAPnD_xGGln"",""name"":""CRX-322 CD Receiver"",""price"":""249"",""promotion_info"":null,""qty"":""1"",""unit"":""pcs""}]",[]
"[[""AVpiHEE31cnluZ0-J8jJ"",""68""],[""AVpfX03ALJeJML438DC6"",""16""],[""AVpjedgc1cnluZ0-W4NI"",""58""],[""AVpgqcjR1cnluZ0-4riR"",""19""],[""AVpe7vER1cnluZ0-aJu7"",""18""]]",4952777,flying point digital,3,1565143490,317568267,"[{""curr"":""USD"",""id"":""AVpjedgc1cnluZ0-W4NI"",""name"":""Rony MEXM100BT 160W RMS Marine CD Receiver with Bluetooth (Black) and SiriusXM Ready"",""price"":""60"",""promotion_info"":null,""qty"":""1"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpgqcjR1cnluZ0-4riR"",""name"":""R120WH2 ezFrame 2 58.7 x 104.7 Fixed Frame Projection Screen"",""price"":""583"",""promotion_info"":null,""qty"":""3"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpe7vER1cnluZ0-aJu7"",""name"":""Mogitech Keys-To-Go Ultra-Portable Bluetooth Keyboard for Android and Windows"",""price"":""239"",""promotion_info"":null,""qty"":""1"",""unit"":""pcs""}]",[]
"[[""AVqkEzW9U2_QcyX9O0Gr"",""75""],[""AVpge6k2LJeJML43OhAl"",""39""],[""AVpffrToLJeJML43-M2g"",""17""]]",2210594,"CZUBAK,  PETER M",1,1565144144,317568268,"[{""curr"":""USD"",""id"":""AVpffrToLJeJML43-M2g"",""name"":""Elpine - 6-1/2 2-Way Component Car Speakers with Poly-Mica Cones (Pair) - Black\"""",""price"":""98"",""promotion_info"":null,""qty"":""2"",""unit"":""pcs""}]",[]
"[[""AVpgQP5vLJeJML43LQbd"",""80""],[""AVphTO5W1cnluZ0-Aygg"",""27""],[""AVpio2wSilAPnD_xGGln"",""36""]]",7543046,"p2p , gerenciamento em comunicação digital",3,1565154018,317568269,"[{""curr"":""USD"",""id"":""AVpgQP5vLJeJML43LQbd"",""name"":""Rony Ultra-Portable Bluetooth Speaker"",""price"":""49"",""promotion_info"":null,""qty"":""6"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVphTO5W1cnluZ0-Aygg"",""name"":""Adventura SH 140 II Shoulder Bag (Black)"",""price"":""31"",""promotion_info"":null,""qty"":""3"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpio2wSilAPnD_xGGln"",""name"":""CRX-322 CD Receiver"",""price"":""249"",""promotion_info"":null,""qty"":""1"",""unit"":""pcs""}]",[]
